HOUR;TIMESLICE;AT;BE;BG;CH;CZ;DE;DK;ES;FI;FR;GR;HR;HU;IE;IT;LU;NL;NO;PL;PT;RO;SE;SI;SK;UK;EE;LT;LV;NONEU_Balkan;TR
64;Q1A;0;0.389880311;0.09580098;0;0;0.833376216;0.999503402;0.388;0.085094873;0.462786658;0.324;0.056;0;0.698896309;0.021935917;0;0.586238458;0.963;0.800506571;0.56772257;0.345;0.923798852;0.349448154;0;0.706758912;0.394226557;0.692660945;0.692660945;0.041;0.675
65;Q1A;0;0.345537196;0.081715517;0;0;0.803120337;0.999362885;0.383;0.089278262;0.446213029;0.195;0.066;0;0.659450429;0.015277079;0;0.526858078;0.918;0.817306514;0.567531397;0.336;0.923691526;0.329725215;0;0.65717795;0.424653102;0.621332548;0.621332548;0.061;0.652
66;Q1A;0;0.303368237;0.069015901;0;0;0.77469685;0.999250216;0.373;0.093677673;0.430621847;0.12;0.075;0;0.620409669;0.01125399;0;0.467921603;0.869;0.839019295;0.567276051;0.303;0.925051413;0.310204835;0;0.609114871;0.45766566;0.592184916;0.592184916;0.097;0.591
67;Q1A;0;0.263640122;0.057809039;0;0;0.748613511;0.999168524;0.368;0.098290463;0.415640665;0.068;0.082;0;0.582023903;0.009802417;0;0.410183521;0.834;0.862700642;0.563670066;0.256;0.927832149;0.291011952;0;0.565673947;0.49308763;0.608049997;0.608049997;0.131;0.492
68;Q1N;0;0.226597006;0.048970631;0;0;0.725295363;0.999119989;0.378;0.10311248;0.400879697;0.059;0.124;0;0.544531624;0.010366224;0;0.354382103;0.827;0.881195411;0.547593592;0.206;0.931826216;0.278308922;0;0.527865849;0.530713559;0.667408451;0.667408451;0.18;0.367
69;Q1N;0;0.240427748;0.057164374;0;0;0.69857917;0.998920748;0.37;0.075585759;0.39187726;0.085;0.16;0;0.591164589;0.009891355;0;0.354843381;0.848;0.87198085;0.560834625;0.153;0.931671722;0.301569971;0;0.564934012;0.332589783;0.716007951;0.716007951;0.227;0.251
70;Q1N;0;0.254951632;0.068758507;0;0;0.668626655;0.998737372;0.368;0.053476005;0.383030776;0.116;0.13;0;0.641391907;0.008666072;0;0.36080011;0.86;0.867814922;0.575074039;0.091;0.931662922;0.326647318;0;0.602650845;0.187345289;0.777327655;0.777327655;0.239;0.142
71;Q1N;0;0.270162758;0.083799099;0;0;0.645936749;0.993907501;0.355;0.035285296;0.374304255;0.165;0.155;0;0.694261925;0.011548863;0;0.372326595;0.833;0.868081773;0.590280974;0.058;0.9317985;0.353063419;0;0.640534696;0.105999024;0.848518634;0.848518634;0.289;0.125
72;Q1N;0;0.286047864;0.102279563;0;0;0.623124212;0.990341652;0.37;0.022169691;0.365732788;0.236;0.222;0;0.748673233;0.01865209;0;0.389414173;0.818;0.872514619;0.60641834;0.042;0.926785627;0.380267192;0;0.676778392;0.082893929;0.926000737;0.926000737;0.351;0.199
73;Q1N;0;0.302591457;0.1241087;0;0;0.606280561;0.987677982;0.341;0.014539012;0.357324444;0.297;0.299;0;0.811474638;0.025391158;0;0.411979538;0.77;0.880784134;0.623443472;0.034;0.921993101;0.411683005;0;0.708422499;0.111740376;1;1;0.381;0.277
74;Q1N;0;0.319775906;0.149128668;0;0;0.598133066;0.986080506;0.324;0.011334247;0.349087118;0.413;0.415;0;0.836222124;0.034329071;0;0.439857514;0.751;0.892350026;0.641308188;0.03;0.917196338;0.424089149;0;0.737289765;0.199914102;1;1;0.405;0.355
75;Q1N;0;0.301325577;0.188380311;0;0;0.63271196;0.989607878;0.352;0.011268502;0.36496552;0.582;0.559;0;0.808273011;0.044120349;0;0.44222313;0.716;0.870718925;0.646542823;0.027;0.90930292;0.410431158;0;0.739606769;0.284741598;1;1;0.441;0.44
76;Q1N;0;0.284782559;0.231433619;0;0;0.668367369;0.986321265;0.415;0.001845368;0.381753446;0.692;0.71;0;0.780102376;0.058917773;0;0.44864898;0.696;0.846604738;0.652105135;0.026;0.901306077;0.396701379;0;0.742227783;0.379104166;1;1;0.41;0.496
77;Q1N;0;0.270167414;0.27766143;0;0;0.704994452;0.979009501;0.46;0.002790337;0.399407523;0.719;0.79;0;0.751877958;0.07929741;0;0.459053378;0.713;0.823509175;0.658020226;0.027;0.895491597;0.38298385;0;0.745564651;0.48014844;1;1;0.372;0.514
78;Q1N;0;0.257490841;0.326478085;0;0;0.73808621;0.959722022;0.461;0.004706279;0.417882398;0.725;0.838;0;0.70530481;0.10555586;0;0.473333827;0.719;0.794243809;0.664306326;0.029;0.892409103;0.360131312;0;0.740657755;0.585077455;1;1;0.357;0.563
79;Q1M;0;0.246755836;0.377334332;0;0;0.759942767;0.938326469;0.501;0.006671685;0.438266618;0.727;0.854;0;0.666872424;0.137746039;0;0.491359329;0.726;0.765681169;0.670968267;0.034;0.891617689;0.3413887;0;0.737054434;0.691105097;1;1;0.336;0.6
80;Q1M;0;0.237959685;0.429712515;0;0;0.77913089;0.916604478;0.547;0.010455106;0.458525644;0.739;0.836;0;0.628624213;0.175722411;0;0.512968724;0.717;0.736207224;0.677997977;0.048;0.893639552;0.322777881;0;0.731413623;0.795422409;1;1;0.317;0.591
81;Q1M;0;0.241931829;0.425056948;0;0;0.795998792;0.929368177;0.534;0.011116439;0.431827253;0.763;0.826;0;0.655217055;0.187040718;0;0.535942076;0.688;0.713547589;0.69670593;0.06;0.880083983;0.332464486;0;0.728422553;0.804924065;0.970782735;0.970782735;0.314;0.597
