HOUR;TIMESLICE;AT;BE;BG;CH;CZ;DE;DK;ES;FI;FR;GR;HR;HU;IE;IT;LU;NL;NO;PL;PT;RO;SE;SI;SK;UK;EE;LT;LV;NONEU_Balkan;TR
51;Q1N;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05;2.79564E-05
52;Q1N;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05;4.19346E-05
53;Q1N;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05;5.59128E-05
54;Q1N;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826
55;Q1M;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673;0.000209673
56;Q1M;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782
57;Q1M;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782;0.000139782
58;Q1P;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826;0.000111826
59;Q1P;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804
60;Q1P;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804;0.000125804
